"exclude","ne","not","clausetype","never.posn","not.posn","finite","id","year","author","prev.ne","prev.not","next.ne","next.not","has.ne","has.not","has.both","neg.type","has.ne.prev","has.not.prev","has.both.prev","prev.neg.type","has.ne.next","has.not.next","has.both.next","next.neg.type","datepd"
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,50.1495",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,51.1508",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,52.1530",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,53.1550",1400,"CMBRUT3","-","postverbal","ne","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","other","-","-","finite","CMBRUT3,53.1550",1400,"CMBRUT3","-","postverbal","-","postverbal",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,54.1583",1400,"CMBRUT3","ne","-","-","postverbal",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMBRUT3,55.1613",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,56.1630",1400,"CMBRUT3","-","postverbal","ne","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"concord","ne","-","other","-","-","finite","CMBRUT3,56.1639",1400,"CMBRUT3","-","postverbal","-","postverbal",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,57.1659",1400,"CMBRUT3","ne","-","contracted","-",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMBRUT3,57.1665",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,57.1669",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMBRUT3,57.1669",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,57.1673",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","that","-","postverbal","finite","CMBRUT3,58.1681",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,58.1684",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMBRUT3,58.1685",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,58.1696",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,58.1702",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,62.1866",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,63.1886",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMBRUT3,65.1952",1400,"CMBRUT3","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"constituent","-","-","second-conjunct","-","-","-","CMBRUT3,66.1978",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,66.1979",1400,"CMBRUT3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,66.1984",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMBRUT3,66.1988",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMBRUT3,68.2036",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,68.2041",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,70.2103",1400,"CMBRUT3","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"constituent","-","-","second-conjunct","-","-","-","CMBRUT3,70.2111",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,71.2137",1400,"CMBRUT3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","relative","-","postverbal","finite","CMBRUT3,72.2178",1400,"CMBRUT3","-","postverbal","ne","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","that","-","-","finite","CMBRUT3,72.2182",1400,"CMBRUT3","-","postverbal","-","postverbal",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMBRUT3,73.2196",1400,"CMBRUT3","ne","-","-","-",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",FALSE,FALSE,FALSE,NA,3
"-","-","-","matrix","-","-","-","CMBRUT3,75.2262",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,77.2328",1400,"CMBRUT3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,78.2359",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMBRUT3,79.2416",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,79.2421",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","second-conjunct","-","postverbal","finite","CMBRUT3,80.2435",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","relative","-","postverbal","finite","CMBRUT3,81.2456",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,82.2476",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,82.2478",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,82.2482",1400,"CMBRUT3","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","matrix","-","-","finite","CMBRUT3,82.2495",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,83.2511",1400,"CMBRUT3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,83.2523",1400,"CMBRUT3","-","postverbal","ne","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","other","-","-","finite","CMBRUT3,84.2537",1400,"CMBRUT3","-","postverbal","-","-",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMBRUT3,84.2553",1400,"CMBRUT3","ne","-","-","postverbal",FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,85.2561",1400,"CMBRUT3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","other","-","postverbal","finite","CMBRUT3,85.2564",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,85.2567",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,89.2686",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,89.2690",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMBRUT3,89.2699",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,89.2702",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,90.2703",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,90.2726",1400,"CMBRUT3","-","postverbal","ne","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","matrix","-","-","finite","CMBRUT3,92.2794",1400,"CMBRUT3","-","postverbal","-","postverbal",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","other","-","postverbal","finite","CMBRUT3,94.2859",1400,"CMBRUT3","ne","-","contracted","-",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","relative","-","-","-","CMBRUT3,96.2900",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,96.2906",1400,"CMBRUT3","contracted","-","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMBRUT3,98.2948",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","that","-","-","-","CMBRUT3,98.2955",1400,"CMBRUT3","contracted","-","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","that","-","-","-","CMBRUT3,98.2956",1400,"CMBRUT3","contracted","-","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","that","-","-","-","CMBRUT3,98.2963",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","that","-","postverbal","finite","CMBRUT3,98.2965",1400,"CMBRUT3","contracted","-","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMBRUT3,99.2989",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,101.3046",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,102.3066",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,103.3104",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,103.3123",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMBRUT3,105.3176",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMBRUT3,105.3181",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,106.3220",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMBRUT3,107.3244",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMBRUT3,108.3266",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,108.3284",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,110.3329",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,111.3378",1400,"CMBRUT3","-","postverbal","ne","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","other","-","-","finite","CMBRUT3,111.3378",1400,"CMBRUT3","-","postverbal","ne","-",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","matrix","-","-","finite","CMBRUT3,112.3394",1400,"CMBRUT3","ne","-","ne","-",TRUE,FALSE,FALSE,"ne",TRUE,FALSE,FALSE,"ne",TRUE,FALSE,FALSE,"ne",3
"-","ne","-","matrix","-","-","finite","CMBRUT3,112.3404",1400,"CMBRUT3","ne","-","-","postverbal",TRUE,FALSE,FALSE,"ne",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,113.3425",1400,"CMBRUT3","ne","-","-","postverbal",FALSE,TRUE,FALSE,"not",TRUE,FALSE,FALSE,"ne",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,114.3455",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,115.3485",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","other","-","postverbal","finite","CMBRUT3,115.3503",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMBRUT3,115.3506",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,117.3554",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,117.3556",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,117.3570",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,118.3584",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMBRUT3,118.3599",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,118.3603",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","matrix","-","-","-","CMBRUT3,120.3644",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,121.3679",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,123.3729",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,123.3731",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,123.3735",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,125.3793",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","other","-","-","-","CMBRUT3,126.3806",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,126.3808",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,126.3810",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"only","-","postverbal","that","-","postverbal","finite","CMBRUT3,126.3818",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,128.3867",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,218.3906",1400,"CMBRUT3","-","postverbal","contracted","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","that","-","-","-","CMBRUT3,218.3908",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,218.3908",1400,"CMBRUT3","contracted","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMBRUT3,220.3963",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,220.3964",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,220.3968",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMBRUT3,223.4016",1400,"CMBRUT3","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","finite","CMBRUT3,224.4051",1400,"CMBRUT3","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMBRUT3,225.4068",1400,"CMBRUT3","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMBRUT3,225.4073",1400,"CMBRUT3","-","postverbal",NA,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",NA,NA,NA,NA,3
"-","-","postverbal","relative","-","postverbal","finite","CMCAPCHR,33.40",1464,"CMCAPCHR",NA,NA,"-","postverbal",FALSE,TRUE,FALSE,"not",NA,NA,NA,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMCAPCHR,33.49",1464,"CMCAPCHR","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMCAPCHR,35.105",1464,"CMCAPCHR","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
